-2.175820981165088597e-07,-3.858937702716502827e-08,3.601965680718421936e-02,-6.376685490749878227e-08,9.113346459344029427e-05,-4.426776245236396790e-02,9.833846986293792725e-02,6.004661372571717948e-06,-2.240297192201978760e-07,1.702363405797768792e-08,-1.858604885637760162e-02,2.592217606434132904e-05,3.761655837297439575e-02,-3.518993407487869263e-02,4.833122715353965759e-03,-3.485617041587829590e-02,-2.300172781133369426e-07,-1.092737207386562659e-07,-8.071739971637725830e-02,3.225584700703620911e-02,5.831549643176003883e-08,-1.515475673841137905e-07,-3.666227310895919800e-02,2.319397651717736153e-07,-3.001941806246577471e-08,1.168520157079910859e-05,-2.192070242017507553e-04,6.062252447009086609e-02,-1.971509680151939392e-02,-9.955786168575286865e-02,7.815898209810256958e-02,3.227722644805908203e-02
5.460777430243979325e-08,-5.533593849804674392e-08,3.333770669996738434e-03,7.166487847598546068e-08,-1.391711295582354069e-03,1.061583636328577995e-03,4.071273375302553177e-03,-1.348172547295689583e-03,4.719174384604229999e-08,7.151373893066192977e-08,9.328410029411315918e-02,-1.313446206040680408e-03,-2.303715329617261887e-03,-1.893333392217755318e-03,-7.762409746646881104e-03,3.686914220452308655e-02,-9.796949029805546161e-08,1.118454093784748693e-07,1.411804370582103729e-02,-4.080725833773612976e-02,4.410194165416214673e-08,-1.398187947643236839e-07,-6.481568561866879463e-04,-1.130788707115470970e-08,8.558367881050799042e-08,-1.345351454801857471e-03,-1.735795871354639530e-03,3.771660849452018738e-02,9.104543924331665039e-02,-2.742536924779415131e-02,5.422115698456764221e-02,-4.115459695458412170e-02
-2.242246210926168715e-07,-2.052982779332523933e-07,1.384356711059808731e-02,5.319526508174021728e-08,-1.267372499569319189e-05,-2.362287975847721100e-02,9.113749861717224121e-02,-2.884633722715079784e-04,3.039113138925131352e-08,-7.277756708390370477e-08,-2.299219369888305664e-03,-3.105224168393760920e-04,3.972678910940885544e-03,-4.982576239854097366e-03,-2.103751059621572495e-03,-1.006751414388418198e-02,1.073849773547408404e-07,1.553895287997875130e-07,-7.887374609708786011e-02,6.625558249652385712e-03,1.613452838000739575e-07,-3.843430018690696670e-09,-5.069656763225793839e-03,2.055476215900853276e-07,1.442622732383824768e-07,-3.051489184144884348e-04,-4.775732813868671656e-04,8.377529680728912354e-02,-2.330561168491840363e-03,-9.997411817312240601e-02,1.111759990453720093e-01,6.600412540137767792e-03
7.063432150289372657e-08,2.279743824828983634e-07,6.518329679965972900e-02,1.551569965840826626e-07,-2.272268829983659089e-05,-6.177099421620368958e-02,5.576917901635169983e-02,5.441293251351453364e-05,1.450221986942779040e-07,1.409609353686391842e-07,1.929230242967605591e-02,-1.252716028830036521e-04,6.994993239641189575e-02,-7.108389586210250854e-02,-1.961322966963052750e-03,-1.407150737941265106e-02,-6.332615498649829533e-08,2.501580240732437233e-07,-7.116310764104127884e-03,2.686311118304729462e-02,-1.780584000243834453e-07,7.681633995559877803e-09,-7.543700933456420898e-02,4.548693866013309162e-08,2.441389881369104842e-07,6.081195897422730923e-05,2.511163766030222178e-04,6.520681828260421753e-02,1.404169294983148575e-02,-7.012344151735305786e-02,1.084719672799110413e-01,2.225659042596817017e-02
-5.297552263527904870e-08,-5.482511156174041389e-08,-5.141654401086270809e-04,6.280010467207830516e-08,4.643508873414248228e-04,4.495042667258530855e-04,6.307414267212152481e-03,6.671554292552173138e-04,-4.355087313001604343e-08,1.401635500997144845e-07,-7.232643198221921921e-03,7.225882727652788162e-04,-3.379425266757607460e-03,5.581111763603985310e-04,1.445271889679133892e-03,8.050603419542312622e-02,4.274992804198518570e-08,1.444030601760459831e-07,-3.475026786327362061e-02,-1.745027750730514526e-01,1.562713691782846581e-07,-4.362068750651815208e-08,7.570438901893794537e-04,1.594287795114723849e-07,8.588577316004375461e-08,6.931825773790478706e-04,5.955068045295774937e-04,8.658056613057851791e-04,-7.229531649500131607e-03,-5.671575665473937988e-03,2.594573656097054482e-03,-1.660985201597213745e-01
-2.091742601351143094e-07,-1.411779635418497492e-07,-1.087685115635395050e-02,-3.013002114471419191e-08,3.673156898003071547e-04,7.280959188938140869e-02,-6.889229267835617065e-02,5.437780637294054031e-04,-8.172204957190842833e-08,1.288229523055406389e-09,5.807588994503021240e-02,5.579619901254773140e-04,-7.648491859436035156e-02,4.526183754205703735e-02,-6.609248463064432144e-03,8.205074816942214966e-02,6.882898873072917922e-08,3.477241961036270368e-08,-2.910325303673744202e-03,-7.320144772529602051e-02,2.526482489884074312e-08,-1.311519639557445771e-07,5.662842094898223877e-02,-1.767042689948539191e-08,-7.366534049424444675e-08,5.791604053229093552e-04,4.135935450904071331e-04,8.217038586735725403e-03,6.296595931053161621e-02,2.651056274771690369e-02,5.446666851639747620e-03,-7.353711873292922974e-02
-1.706692529523934354e-07,-3.459517472492734669e-08,5.150992050766944885e-02,-1.153263369246815273e-07,2.061232924461364746e-03,-1.186256781220436096e-01,9.130696207284927368e-02,4.050396848469972610e-03,-1.534137936687329784e-07,2.813902995058015222e-07,-6.701231468468904495e-03,5.373720079660415649e-03,2.232597442343831062e-03,-3.165713697671890259e-02,1.613526046276092529e-01,-6.421374529600143433e-02,1.527761241959524341e-07,-2.664944931396462380e-09,-2.309254743158817291e-02,6.460777670145034790e-02,1.000182621169187769e-07,1.300378897894916008e-07,-1.618202030658721924e-02,-1.030211222996513243e-07,-3.499802403439389309e-08,4.169065039604902267e-03,-8.519719267496839166e-05,3.699813038110733032e-02,-7.313178852200508118e-03,-5.882379040122032166e-02,4.393985494971275330e-02,5.193281918764114380e-02
2.269137411303745466e-07,-2.166944028658690513e-07,6.002870388329029083e-03,1.279565253753389698e-07,-7.312714587897062302e-04,3.881509415805339813e-03,6.728117819875478745e-03,-8.184303296729922295e-04,-1.556469300112439669e-07,-2.875553306580513890e-08,8.416718989610671997e-02,-7.977508357726037502e-04,-5.047463811933994293e-03,-3.696447238326072693e-03,-5.436086561530828476e-03,3.180802240967750549e-02,5.587461515688119107e-08,-7.545378366557997651e-08,5.451914388686418533e-03,-3.870662674307823181e-02,-1.440632075855319272e-07,-3.360244971162273941e-09,-7.511419244110584259e-04,-9.410210388693940331e-09,-1.727803891071744147e-07,-8.323302026838064194e-04,-1.315334229730069637e-03,3.028619103133678436e-02,8.298650383949279785e-02,-2.593547850847244263e-02,5.081119015812873840e-02,-3.842375427484512329e-02
-7.404190593973680734e-09,1.104542164398480963e-07,1.000819727778434753e-02,-1.033642860193140223e-07,-4.999393713660538197e-04,-2.600696124136447906e-02,9.571130573749542236e-02,-5.007289000786840916e-04,1.387019921139653889e-07,2.288393403659938485e-07,-1.086140866391360760e-03,-4.874128790106624365e-04,8.596988394856452942e-03,-6.438121665269136429e-03,-1.171267870813608170e-02,-2.054588869214057922e-02,-1.432869964901328785e-07,1.543349981147912331e-07,-9.974528849124908447e-02,1.758668012917041779e-02,-2.270419514616150991e-07,-1.825215321105133626e-07,-5.650272127240896225e-03,7.533516566127218539e-08,-1.011766528336011106e-07,-4.974633920937776566e-04,-4.636407247744500637e-04,8.190020918846130371e-02,-1.192738302052021027e-03,-1.048796549439430237e-01,1.151661649346351624e-01,1.857150159776210785e-02
1.485162073322499054e-07,-3.142011983925385721e-09,-3.805714077316224575e-04,1.480317735058633843e-07,-7.604336133226752281e-04,-2.049701288342475891e-04,-4.302770365029573441e-03,-1.050197752192616463e-03,2.961109046850651794e-08,-5.829365434806277335e-08,6.535037420690059662e-03,-1.107614021748304367e-03,5.259991623461246490e-03,1.880453928606584668e-04,5.295754526741802692e-04,-8.485226333141326904e-02,1.794554833622896695e-07,-8.693322683939186390e-08,3.240579739212989807e-02,1.739179939031600952e-01,-6.281834430410526693e-08,-1.629295383054341073e-07,-7.946596015244722366e-04,-1.561744937816911261e-07,2.502197560261265608e-07,-1.078125671483576298e-03,-9.263517567887902260e-04,-2.340930048376321793e-03,7.144809234887361526e-03,4.376273602247238159e-03,-5.120031069964170456e-03,1.652705967426300049e-01
3.657515890154172666e-08,8.290137287758625462e-08,5.946600064635276794e-02,-1.004007827987152268e-07,-9.111445251619443297e-05,-1.085672434419393539e-02,-3.746111392974853516e-01,3.043765609618276358e-04,6.440246380634562229e-08,-1.516254997113719583e-07,-5.868544429540634155e-02,6.417272379621863365e-04,4.481356218457221985e-02,-4.931360483169555664e-02,4.141843318939208984e-02,-1.862474530935287476e-01,-8.913256976939010201e-08,-9.533138722872536164e-08,4.905764758586883545e-01,3.389799222350120544e-02,3.882755095219181385e-08,8.828883579781177104e-08,-4.136621952056884766e-02,1.334364299054868752e-07,4.023819855092369835e-08,1.792240946087986231e-04,-7.313545793294906616e-04,-2.310573756694793701e-01,-5.098576098680496216e-02,3.550872802734375000e-01,-3.156371712684631348e-01,2.324753440916538239e-02
1.005703680334590899e-07,-3.212343457903443777e-08,-2.887952141463756561e-02,3.161619410718685685e-09,-3.161631312309509667e-08,4.127712547779083252e-02,-9.046428650617599487e-02,1.432143617421388626e-04,-1.623698722141853068e-07,1.848703874429702410e-07,2.739148586988449097e-02,1.682564907241612673e-04,-3.762423619627952576e-02,3.153968229889869690e-02,-3.558731405064463615e-03,3.751020878553390503e-02,1.833403047157844412e-07,1.662909880906227045e-07,8.537837862968444824e-02,-3.559658676385879517e-02,1.677525034438076545e-07,-7.864912987542993505e-08,3.401425480842590332e-02,1.612820028640271630e-07,-1.943581224850277067e-07,1.588856102898716927e-04,3.506267385091632605e-04,-4.221571609377861023e-02,2.882875315845012665e-02,8.886808902025222778e-02,-6.607031077146530151e-02,-3.577482700347900391e-02
-6.198488478048602701e-08,3.633660483615130943e-08,-2.833314426243305206e-02,4.286856380986137083e-08,-4.058854188770055771e-03,1.139985024929046631e-01,-2.036295831203460693e-02,-5.684203002601861954e-03,-2.310033693220248097e-07,1.054865350624822895e-08,-3.074763342738151550e-03,-6.820945534855127335e-03,-6.914231460541486740e-03,1.553676370531320572e-02,-1.842070072889328003e-01,5.449436604976654053e-02,1.383367731477846974e-07,-1.078559286327163136e-08,-1.013560499995946884e-02,-5.632884055376052856e-02,-8.713777788216248155e-08,5.225899002425649087e-08,9.702347218990325928e-03,2.407648764801706420e-07,1.578639796662173467e-07,-5.835571791976690292e-03,-2.679676399566233158e-04,-1.332816667854785919e-02,-2.995770424604415894e-03,9.317288175225257874e-03,-1.635068096220493317e-02,-6.201564520597457886e-02
-5.668322344831722148e-08,-1.402609939304966247e-07,-2.801965922117233276e-02,1.823948707624367671e-07,-5.195150733925402164e-04,3.239341452717781067e-02,-9.478295594453811646e-02,-4.304927133489400148e-04,1.495108108429121785e-07,-2.928408271429816523e-08,5.968966521322727203e-03,-4.123236285522580147e-04,-2.087817713618278503e-02,2.298932150006294250e-02,3.141553606837987900e-03,1.788075454533100128e-02,-1.160750517925634995e-08,6.441807975932078989e-09,9.652999788522720337e-02,-1.411524508148431778e-02,-1.223401824290704099e-07,-1.519540973049515742e-07,2.290790341794490814e-02,1.660421986571236630e-07,1.608857189694390399e-07,-4.194013308733701706e-04,-2.087541361106559634e-04,-7.464215904474258423e-02,6.677615921944379807e-03,1.050175279378890991e-01,-9.596314281225204468e-02,-1.390481833368539810e-02
-1.667286575468551746e-08,9.846998949569751858e-08,5.338663235306739807e-03,3.704758455569390208e-08,1.760187442414462566e-04,-3.575645154342055321e-03,-1.199472136795520782e-02,8.314618025906383991e-05,-1.032034973036388692e-07,-1.837315521946436547e-09,8.500179275870323181e-03,5.679428431903943419e-05,5.809045862406492233e-03,-5.532243754714727402e-03,3.064772812649607658e-03,-7.263938337564468384e-02,-2.355160688694013515e-07,8.623854519385076856e-09,4.444061964750289917e-02,1.507463902235031128e-01,-1.036642629514972214e-07,8.064714762667790637e-08,-4.820148460566997528e-03,6.030078658625370736e-09,-1.454538249845427345e-07,7.149609155021607876e-05,6.021328954375348985e-05,1.351421000435948372e-03,8.975169621407985687e-03,1.279268600046634674e-02,-2.654970157891511917e-03,1.439098268747329712e-01
7.870500695617010933e-08,-2.269449339564744150e-07,-3.372944518923759460e-02,-9.099947462232194084e-09,-9.308332664659246802e-05,3.403181210160255432e-02,-9.437134116888046265e-02,-5.067577876616269350e-05,1.657982977576466510e-07,1.633471313766676758e-08,4.810654092580080032e-03,-4.920458013657480478e-05,-2.228621765971183777e-02,2.582058496773242950e-02,7.095224689692258835e-03,1.716980338096618652e-02,1.600680832325451775e-07,2.769695939264238405e-08,9.700865298509597778e-02,-1.258822716772556305e-02,-4.062129832504979277e-08,-6.212825809370770003e-08,2.533294260501861572e-02,7.588477402009630168e-09,-1.629630617117072688e-07,-4.685054227593354881e-05,2.110078930854797363e-04,-7.556966692209243774e-02,5.217835307121276855e-03,1.057273671030998230e-01,-9.615495800971984863e-02,-1.229977048933506012e-02
5.318597473547015397e-08,-1.797863831143331481e-07,2.381311496719717979e-03,4.910608453201348311e-08,1.898861373774707317e-03,-1.577141880989074707e-02,-2.984644286334514618e-02,1.877154456451535225e-03,2.736702775507637853e-08,-3.564731088090411504e-08,-5.729631707072257996e-02,1.850100234150886536e-03,1.642924174666404724e-02,-7.083161268383264542e-03,6.179978325963020325e-02,-3.850176185369491577e-02,1.295513669674619450e-07,1.836801004628796363e-07,4.667568579316139221e-02,4.075475409626960754e-02,-1.608771356131910579e-07,2.526126365864911349e-07,-1.003153435885906219e-02,1.621177005972640472e-07,-1.095282016194687458e-07,1.872460707090795040e-03,2.146066632121801376e-03,-5.234571173787117004e-02,-5.509200319647789001e-02,5.960987508296966553e-02,-8.086574077606201172e-02,4.100665822625160217e-02
8.494672520953372441e-09,-6.363974236478497915e-09,4.819039255380630493e-03,1.777043081574447569e-07,2.753117041720543057e-05,-3.052079817280173302e-03,-8.208062499761581421e-03,8.706399967195466161e-06,3.390511693623921019e-08,6.955811926445676363e-08,7.755235303193330765e-03,5.244009571470087394e-06,4.641100298613309860e-03,-4.124844446778297424e-03,2.403922379016876221e-03,-6.835654377937316895e-02,-6.630491355963386013e-08,-8.864707012889994076e-08,3.942102938890457153e-02,1.554274559020996094e-01,1.473234618742935709e-07,7.212440067405623267e-08,-3.620213828980922699e-03,1.781575065251672640e-07,2.286129063833186592e-09,6.769094397895969450e-06,-1.119156695494893938e-05,1.118447748012840748e-03,7.630438543856143951e-03,8.078510873019695282e-03,-1.746396534144878387e-03,1.473087072372436523e-01
